volume-price-tag,sku-product,product-name,price,in-stock,prod-weight
Volume Pricing,TL-DS-P7001-16,TP-LINK SMB DELTASTEAM 16-PORT PIZZA-BOX GPON OPTICAL LINE TERMINAL,"RM
                                        14,000.00",,
Volume Pricing,TL-DS-PSUA,TP-LINK SMB DELTASTREAM CHASSIS OPTICAL LINE TERMINAL POWER SUPPLY UNIT,"RM
                                        690.00",,
Volume Pricing,TL-SG1016DE,TP-LINK SMB EASY SMART SWITCH 16-PORT,"RM
                                        285.00",In Stock,Weight: 2.64kg
Volume Pricing,TL-SG116E,TP-LINK SMB EASY SMART SWITCH 16-PORT GIGABIT DESKTOP,"RM
                                        255.00",In Stock,Weight: 1.34kg
Volume Pricing,TL-SG1218MPE,TP-LINK SMB EASY SMART SWITCH 16-PORT GIGABIT POE+,"RM
                                        850.00",In Stock,Weight: 3.06kg
Volume Pricing,TL-SG1024DE,TP-LINK SMB EASY SMART SWITCH 24-PORT,"RM
                                        400.00",In Stock,Weight: 2.34kg
Volume Pricing,TL-SG105E,TP-LINK SMB EASY SMART SWITCH 5-PORT GIGABIT DESKTOP,"RM
                                        85.00",In Stock,Weight: 0.52kg
Volume Pricing,TL-SG108E,TP-LINK SMB EASY SMART SWITCH 8-PORT GIGABIT DESKTOP,"RM
                                        110.00",In Stock,Weight: 0.64kg
Volume Pricing,TL-SG1210MPE,"TP-LINK SMB GIGABIT EASY SMART SWITCH 8 POE+,2 NON POE,1 SFP","RM
                                        400.00",In Stock,Weight: 1.62kg
Volume Pricing,TL-DS-PMA-C+,"TP-LINK SMB GPON OLT SFP OPTICAL MODULE, CLASS C+","RM
                                        171.00",In Stock,Weight: 3.28kg
Volume Pricing,TL-DS-PMA-C++,"TP-LINK SMB GPON OLT SFP OPTICAL MODULE, CLASS C++","RM
                                        180.00",,
Volume Pricing,TL-T2600G-28SQ,TP-LINK SMB JETSTREAM 28-PORT GIGABIT SFP L2 MANAGED SWITCH,"RM
                                        2,300.00",In Stock,Weight: 4.2kg
Volume Pricing,TL-R480T+,TP-LINK SMB LOAD BALANCE BROADBAND ROUTER / CONCURRENT 30K,"RM
                                        200.00",,Weight: 1.98kg
Volume Pricing,TL-WA7510N,TP-LINK SMB OUTDOOR 5GHZ 150MBPS HIGH POWER WIRELESS ACCESS POINT,"RM
                                        320.00",In Stock,Weight: 1.27kg
Volume Pricing,TL-APM-103,TP-LINK SMB OUTDOOR ACCESS POINT MOUNT ACCESSORY,"RM
                                        120.00",,
Volume Pricing,TL-CPE605,TP-LINK SMB OUTDOOR CPE 5GHZ 150MBPS 23DBI  HIGH POWER WIRELESS ACCESS POINT,"RM
                                        220.00",In Stock,Weight: 0.69kg
Volume Pricing,TL-CPE220,TP-LINK SMB OUTDOOR WIFI 2.4GHZ 300MBPS HIGH POWER WIRELESS ACCESS POINT,"RM
                                        185.00",In Stock,Weight: 0.88kg
Volume Pricing,TL-CPE210,TP-LINK SMB OUTDOOR WIFI 2.4GHZ 300MBPS HIGH POWER WIRELESS ACCESS POINT,"RM
                                        97.00",In Stock,Weight: 0.88kg
Volume Pricing,TL-CPE510,TP-LINK SMB OUTDOOR WIFI 5GHZ 300MBPS HIGH POWER WIRELESS ACCESS POINT,"RM
                                        220.00",In Stock,Weight: 0.88kg
Volume Pricing,TL-PMS150-AC,TP-LINK SMB PMS150-AC 150 W AC POWER SUPPLY MODULE,"RM
                                        820.00",,
Volume Pricing,TL-SL1218MP,TP-LINK SMB POE SWITCH 16-PORT POE+ SWITCH,"RM
                                        595.00",In Stock,Weight: 2.94kg
Volume Pricing,TL-SG1210P,TP-LINK SMB POE SWITCH 1O-PORT POE+ SWITCH,"RM
                                        300.00",In Stock,Weight: 3.04kg
Volume Pricing,TL-SL1226P,TP-LINK SMB POE SWITCH 26-PORT POE+ SWITCH,"RM
                                        667.00",In Stock,Weight: 3.08kg
Volume Pricing,TL-SF1005P,TP-LINK SMB POE SWITCH 5 PORT DESKTOP POE SWITCH,"RM
                                        115.00",In Stock,Weight: 1.8kg
Volume Pricing,TL-SG1005P,TP-LINK SMB POE SWITCH 5 PORT GIGABIT DESKTOP POE SWITCH,"RM
                                        175.00",Out of Stock,Weight: 0.88kg
Volume Pricing,TL-SF1008P,TP-LINK SMB POE SWITCH 8-PORT DESKTOP POE SWITCH,"RM
                                        136.00",In Stock,Weight: 1.08kg
Volume Pricing,TL-SG108PE,TP-LINK SMB POE SWITCH 8-PORT GIGABIT DESKTOP POE EASY SMART SWITCH,"RM
                                        190.00",In Stock,Weight: 1.04kg
Volume Pricing,TL-SG1008MP,TP-LINK SMB POE SWITCH 8-PORT GIGABIT POE + SWITCH,"RM
                                        435.00",In Stock,Weight: 2.34kg
Volume Pricing,TL-SL1311MP,TP-LINK SMB POE SWITCH SL1311MP 8 POE+ (124W)  10/100 MBPS/ 2 LAN/ 1 SFP,"RM
                                        251.00",In Stock,Weight: 1.68kg
Volume Pricing,TL-SL1311P,TP-LINK SMB POE SWITCH SL1311P 8-PORT 10/100MBPS + 3-PORT GIGABIT DESKTOP SWITCH WITH 8-PORT POE+,"RM
                                        190.00",In Stock,Weight: 1.32kg
Volume Pricing,TL-SF1005LP,TP-LINK SMB SF1005LP 10/100MBPS POE SWITCH 5-PORT WITH 4 POE PORT,"RM
                                        105.00",In Stock,Weight: 0.76kg
Volume Pricing,TL-SF1008LP,TP-LINK SMB SF1008LP 10/100MBPS POE SWITCH 8-PORT WITH 4 POE PORT,"RM
                                        122.00",In Stock,Weight: 0.94kg
Volume Pricing,TL-SF1009P,TP-LINK SMB SF1009P 9-PORT 100 MBPS SWITCH WITH 8-PORT POE+,"RM
                                        166.00",In Stock,Weight: 1.04kg
Volume Pricing,TL-SG1005LP,TP-LINK SMB SG1005LP 5-PORT GIGABIT DESKTOP SWITCH WITH  4-PORT POE+,"RM
                                        137.00",In Stock,Weight: 0.76kg
Volume Pricing,TL-SG105PE,TP-LINK SMB SG105PE GIGABIT POE SWITCH 5-PORT WITH 4 PORT POE+,"RM
                                        170.00",In Stock,Weight: 0.8kg
Volume Pricing,TL-SG1218MP,TP-LINK SMB SG1218MP UNMANAGED 18-PORT GIGABIT RACKMOUNT SWITCH WITH 16-PORT POE+,"RM
                                        790.00",In Stock,Weight: 3kg
Volume Pricing,TL-SG1428PE,TP-LINK SMB SG1428PE EASY SMART SWITCH 28 PORT WITH 24-PORT POE+,"RM
                                        1,000.00",In Stock,Weight: 4kg
Volume Pricing,TL-SL1218P,TP-LINK SMB SL1218P 16-PORT 100MBPS SWITCH WITH 2-PORT GIGABIT,"RM
                                        546.00",In Stock,Weight: 2.8kg
Volume Pricing,TL-SG1016PE,TP-LINK SMB UNMANAGED 16-PORT GIGABIT SWITCH WITH 8-PORT POE+,"RM
                                        470.00",In Stock,Weight: 2.44kg
Volume Pricing,TL-SG1048,TP-LINK SMB UNMANAGED PURE-GIGABIT SWITCH 48-PORT,"RM
                                        975.00",In Stock,Weight: 4.2kg
Volume Pricing,TL-SF1048,TP-LINK SMB UNMANAGED SWITCH 48-PORT 10/100M,"RM
                                        450.00",In Stock,Weight: 2.68kg
Volume Pricing,TL-ANT24PT3,"TP-LINK SMB WIRELESS ACC PIGTAIL CABLE, 3 METERS, N-TYPE MALE TO RP-SMA MALE CONNECTOR","RM
                                        60.00",In Stock,Weight: 0.16kg
Volume Pricing,TL-DS-PMA-COMBO C+,"TP-LINK SMB XGSPON&GPON COMBO OLT SFP OPTICAL MODULE, CLASS C+","RM
                                        950.00",,
